DICDNet Image Quality Evaluation by Metal Size
Date: 2025-05-12 13:01:05
Results Directory: /home/mcosta/PycharmProjects/DICDNet/DICDNet/save_results
Model Evaluated: DICDNet
Total GT files found: 2000
Total files processed and metrics collected: 2000

--- Metrics by Metal Size Group (mean ± std) ---
Group Label                   Count           PSNR(img)             SSIM(img)            PSNR(hu)              SSIM(hu)
-----------------------------------------------------------------------------------------------------------------------
Large       ({1338, 3119}px)    400       35.55 ± 3.49         0.9770 ± 0.0054       27.34 ± 1.51         0.9432 ± 0.0132
Large-Med   ({688, 1329}px)     400       38.48 ± 3.28         0.9848 ± 0.0033       30.30 ± 1.94         0.9624 ± 0.0093
Medium      ({182, 371}px)      400       42.10 ± 3.67         0.9896 ± 0.0021       33.11 ± 1.70         0.9700 ± 0.0066
Med-Small   ({171, 180}px)      400       44.74 ± 2.75         0.9914 ± 0.0021       35.49 ± 2.15         0.9736 ± 0.0073
Small       ({54, 84}px)        400       45.35 ± 2.26         0.9919 ± 0.0016       35.98 ± 1.32         0.9746 ± 0.0064
-----------------------------------------------------------------------------------------------------------------------

--- Overall Summary (mean ± std across all processed files) ---
PSNR(img): 41.25 ± 4.88 (from 2000 images)
SSIM(img): 0.9869 ± 0.0064
PSNR(hu):  32.44 ± 3.69
SSIM(hu):  0.9648 ± 0.0146

--- Individual File Metrics Log ---
Filename            Prefix     MaskIdx  MaskArea   Group   PSNR(img)   SSIM(img)    PSNR(hu)    SSIM(hu)
864_gt_image.png    864              3        84      G1       42.75      0.9934       36.31      0.9777
865_gt_image.png    865              4       171      G2       45.39      0.9941       37.07      0.9822
866_gt_image.png    866              5        54      G1       46.82      0.9943       37.50      0.9813
867_gt_image.png    867              6      1329      G4       38.84      0.9888       29.09      0.9648
868_gt_image.png    868              7      3119      G5       38.94      0.9822       27.32      0.9399
869_gt_image.png    869              8       182      G3       48.66      0.9936       36.11      0.9768
870_gt_image.png    870              9       180      G2       42.39      0.9929       35.45      0.9763
871_gt_image.png    871              0       371      G3       42.68      0.9902       32.06      0.9716
872_gt_image.png    872              1      1338      G5       38.63      0.9821       26.89      0.9488
873_gt_image.png    873              2       688      G4       39.85      0.9858       29.77      0.9620
874_gt_image.png    874              3        84      G1       46.61      0.9925       35.72      0.9755
875_gt_image.png    875              4       171      G2       46.98      0.9938       38.26      0.9824
876_gt_image.png    876              5        54      G1       44.23      0.9928       36.30      0.9785
877_gt_image.png    877              6      1329      G4       43.31      0.9885       29.53      0.9640
878_gt_image.png    878              7      3119      G5       40.96      0.9820       27.77      0.9390
879_gt_image.png    879              8       182      G3       45.13      0.9919       34.93      0.9740
880_gt_image.png    880              9       180      G2       44.87      0.9919       34.85      0.9746
881_gt_image.png    881              0       371      G3       31.68      0.9872       33.22      0.9763
882_gt_image.png    882              1      1338      G5       36.43      0.9822       26.77      0.9547
883_gt_image.png    883              2       688      G4       32.98      0.9851       30.57      0.9694
884_gt_image.png    884              3        84      G1       47.72      0.9930       35.67      0.9782
885_gt_image.png    885              4       171      G2       47.43      0.9937       36.38      0.9829
886_gt_image.png    886              5        54      G1       47.38      0.9933       34.98      0.9812
887_gt_image.png    887              6      1329      G4       40.86      0.9877       27.08      0.9651
888_gt_image.png    888              7      3119      G5       39.42      0.9795       25.45      0.9401
889_gt_image.png    889              8       182      G3       44.09      0.9926       34.65      0.9776
890_gt_image.png    890              9       180      G2       44.73      0.9920       33.55      0.9755
891_gt_image.png    891              0       371      G3       42.17      0.9905       31.55      0.9726
892_gt_image.png    892              1      1338      G5       36.30      0.9815       26.96      0.9510
893_gt_image.png    893              2       688      G4       42.85      0.9885       30.52      0.9663
894_gt_image.png    894              3        84      G1       48.35      0.9932       36.40      0.9788
895_gt_image.png    895              4       171      G2       48.60      0.9937       37.03      0.9827
896_gt_image.png    896              5        54      G1       44.38      0.9932       36.21      0.9817
897_gt_image.png    897              6      1329      G4       42.22      0.9881       28.85      0.9649
898_gt_image.png    898              7      3119      G5       40.20      0.9808       27.18      0.9398
899_gt_image.png    899              8       182      G3       45.20      0.9929       36.26      0.9785
900_gt_image.png    900              9       180      G2       46.20      0.9924       34.74      0.9769
901_gt_image.png    901              0       371      G3       34.94      0.9875       30.24      0.9707
902_gt_image.png    902              1      1338      G5       31.65      0.9753       25.92      0.9436
903_gt_image.png    903              2       688      G4       39.09      0.9845       30.31      0.9618
904_gt_image.png    904              3        84      G1       47.44      0.9924       37.26      0.9743
905_gt_image.png    905              4       171      G2       49.09      0.9935       38.82      0.9806
906_gt_image.png    906              5        54      G1       48.48      0.9927       37.09      0.9768
907_gt_image.png    907              6      1329      G4       44.96      0.9897       32.70      0.9676
908_gt_image.png    908              7      3119      G5       42.44      0.9832       30.73      0.9437
909_gt_image.png    909              8       182      G3       47.96      0.9922       36.63      0.9737
910_gt_image.png    910              9       180      G2       48.17      0.9922       36.67      0.9730
911_gt_image.png    911              0       371      G3       36.95      0.9896       32.69      0.9753
912_gt_image.png    912              1      1338      G5       33.54      0.9796       26.32      0.9524
913_gt_image.png    913              2       688      G4       35.52      0.9857       29.71      0.9659
914_gt_image.png    914              3        84      G1       47.44      0.9921       35.42      0.9762
915_gt_image.png    915              4       171      G2       48.70      0.9936       37.34      0.9829
916_gt_image.png    916              5        54      G1       47.46      0.9929       35.61      0.9802
917_gt_image.png    917              6      1329      G4       40.39      0.9867       27.61      0.9655
918_gt_image.png    918              7      3119      G5       37.65      0.9785       26.11      0.9410
919_gt_image.png    919              8       182      G3       47.20      0.9920       34.98      0.9765
920_gt_image.png    920              9       180      G2       45.20      0.9912       33.95      0.9750
921_gt_image.png    921              0       371      G3       36.72      0.9874       31.13      0.9530
922_gt_image.png    922              1      1338      G5       36.56      0.9781       25.85      0.9258
923_gt_image.png    923              2       688      G4       39.98      0.9832       28.43      0.9401
924_gt_image.png    924              3        84      G1       46.54      0.9911       35.32      0.9616
925_gt_image.png    925              4       171      G2       45.27      0.9919       33.81      0.9653
926_gt_image.png    926              5        54      G1       44.95      0.9914       35.03      0.9655
927_gt_image.png    927              6      1329      G4       33.41      0.9829       29.76      0.9448
